Kod;Województwo;Powiat;Gmina;Komentarz
69-220;lubuskie;s³ubicki;Oœno Lubuskie;
70-001;zachodniopomorskie;Szczecin;Szczecin;ca³e miasto jako 1 kszta³t
70-815;zachodniopomorskie;goleniowski;Goleniów;
70-895;zachodniopomorskie;goleniowski;Goleniów;
72-001;zachodniopomorskie;policki;Ko³baskowo;
72-002;zachodniopomorskie;policki;Dobra (Szczeciñska);
72-003;zachodniopomorskie;policki;Dobra (Szczeciñska);
72-004;zachodniopomorskie;policki;Police;
72-005;zachodniopomorskie;policki;Ko³baskowo;
72-006;zachodniopomorskie;policki;Dobra (Szczeciñska);
72-010;zachodniopomorskie;policki;Police;
72-015;zachodniopomorskie;policki;Police;
72-020;zachodniopomorskie;policki;Police;
72-022;zachodniopomorskie;policki;Nowe Warpno;
72-100;zachodniopomorskie;goleniowski;Goleniów;
72-105;zachodniopomorskie;goleniowski;Goleniów;
72-110;zachodniopomorskie;goleniowski;Przybiernów;
72-111;zachodniopomorskie;goleniowski;Stepnica;
72-112;zachodniopomorskie;goleniowski;Stepnica;
72-113;zachodniopomorskie;goleniowski;Goleniów;
72-121;zachodniopomorskie;goleniowski;Przybiernów;
72-122;zachodniopomorskie;goleniowski;Przybiernów;
72-123;zachodniopomorskie;goleniowski;Goleniów;
72-130;zachodniopomorskie;goleniowski;Maszewo;
72-131;zachodniopomorskie;goleniowski;Goleniów;
72-132;zachodniopomorskie;goleniowski;Goleniów;
72-200;zachodniopomorskie;goleniowski;Nowogard;
72-204;zachodniopomorskie;goleniowski;Nowogard;
72-205;zachodniopomorskie;goleniowski;Nowogard;
72-207;zachodniopomorskie;goleniowski;Nowogard;
72-209;zachodniopomorskie;goleniowski;Nowogard;
72-210;zachodniopomorskie;³obeski;Dobra;
72-211;zachodniopomorskie;³obeski;Dobra;
72-212;zachodniopomorskie;goleniowski;Maszewo;
72-220;zachodniopomorskie;goleniowski;Nowogard;
72-221;zachodniopomorskie;goleniowski;Osina;
72-300;zachodniopomorskie;gryficki;Gryfice;
72-304;zachodniopomorskie;gryficki;Brojce;
72-306;zachodniopomorskie;gryficki;Gryfice;
72-307;zachodniopomorskie;gryficki;Gryfice;
72-310;zachodniopomorskie;gryficki;P³oty;
72-311;zachodniopomorskie;gryficki;P³oty;
72-313;zachodniopomorskie;gryficki;Gryfice;
72-314;zachodniopomorskie;³obeski;Radowo Ma³e;
72-315;zachodniopomorskie;³obeski;Resko;
72-316;zachodniopomorskie;³obeski;Radowo Ma³e;
72-317;zachodniopomorskie;³obeski;Resko;
72-320;zachodniopomorskie;gryficki;Trzebiatów;
72-330;zachodniopomorskie;gryficki;Trzebiatów;
72-332;zachodniopomorskie;gryficki;Trzebiatów;
72-341;zachodniopomorskie;gryficki;Gryfice;
72-342;zachodniopomorskie;gryficki;Karnice;
72-343;zachodniopomorskie;gryficki;Karnice;
72-344;zachodniopomorskie;gryficki;Rewal;
72-346;zachodniopomorskie;gryficki;Rewal;
72-350;zachodniopomorskie;gryficki;Trzebiatów;
72-400;zachodniopomorskie;kamieñski;Kamieñ Pomorski;
72-405;zachodniopomorskie;kamieñski;Œwierzno;
72-410;zachodniopomorskie;kamieñski;Golczewo;
72-415;zachodniopomorskie;kamieñski;Dziwnów;
72-420;zachodniopomorskie;kamieñski;Dziwnów;
72-500;zachodniopomorskie;kamieñski;Miêdzyzdroje;
72-510;zachodniopomorskie;kamieñski;Wolin;
72-511;zachodniopomorskie;kamieñski;Wolin;
72-513;zachodniopomorskie;kamieñski;Wolin;
72-514;zachodniopomorskie;kamieñski;Wolin;
72-518;zachodniopomorskie;kamieñski;Wolin;
72-600;zachodniopomorskie;Œwinoujœcie;Œwinoujœcie;
72-602;zachodniopomorskie;Œwinoujœcie;Œwinoujœcie;
72-603;zachodniopomorskie;Œwinoujœcie;Œwinoujœcie;
72-605;zachodniopomorskie;Œwinoujœcie;Œwinoujœcie;
73-102;zachodniopomorskie;stargardzki;Stargard;
73-108;zachodniopomorskie;stargardzki;Kobylanka;
73-109;zachodniopomorskie;stargardzki;Stargard;
73-110;zachodniopomorskie;stargardzki;Stargard;
73-112;zachodniopomorskie;stargardzki;Stara D¹browa;
73-113;zachodniopomorskie;stargardzki;Stara D¹browa;
73-115;zachodniopomorskie;stargardzki;Dolice;
73-116;zachodniopomorskie;stargardzki;Dolice;
73-120;zachodniopomorskie;stargardzki;Chociwel;
73-121;zachodniopomorskie;stargardzki;Marianowo;
73-130;zachodniopomorskie;stargardzki;Dobrzany;
73-131;zachodniopomorskie;stargardzki;Stargard;
73-132;zachodniopomorskie;stargardzki;Suchañ;
73-134;zachodniopomorskie;stargardzki;Stargard;
73-140;zachodniopomorskie;stargardzki;Iñsko;
73-150;zachodniopomorskie;³obeski;£obez;
73-151;zachodniopomorskie;³obeski;Wêgorzyno;
73-152;zachodniopomorskie;³obeski;Wêgorzyno;
73-153;zachodniopomorskie;³obeski;£obez;
73-154;zachodniopomorskie;³obeski;£obez;
73-155;zachodniopomorskie;³obeski;Wêgorzyno;
73-200;zachodniopomorskie;choszczeñski;Choszczno;
73-210;zachodniopomorskie;choszczeñski;Recz;
73-220;zachodniopomorskie;choszczeñski;Drawno;
73-222;zachodniopomorskie;choszczeñski;Choszczno;
73-231;zachodniopomorskie;choszczeñski;Krzêcin;
73-234;zachodniopomorskie;choszczeñski;Bierzwnik;
73-236;zachodniopomorskie;choszczeñski;Pe³czyce;
73-240;zachodniopomorskie;choszczeñski;Bierzwnik;
73-260;zachodniopomorskie;choszczeñski;Pe³czyce;
73-261;zachodniopomorskie;choszczeñski;Pe³czyce;
74-100;zachodniopomorskie;gryfiñski;Gryfino;
74-105;zachodniopomorskie;gryfiñski;Gryfino;
74-106;zachodniopomorskie;gryfiñski;Stare Czarnowo;
74-107;zachodniopomorskie;gryfiñski;Gryfino;
74-110;zachodniopomorskie;gryfiñski;Banie;
74-111;zachodniopomorskie;gryfiñski;Banie;
74-120;zachodniopomorskie;gryfiñski;Widuchowa;
74-121;zachodniopomorskie;gryfiñski;Widuchowa;
74-200;zachodniopomorskie;pyrzycki;Pyrzyce;
74-201;zachodniopomorskie;pyrzycki;Warnice;
74-202;zachodniopomorskie;pyrzycki;Bielice;
74-204;zachodniopomorskie;pyrzycki;Kozielice;
74-205;zachodniopomorskie;pyrzycki;Kozielice;
74-210;zachodniopomorskie;pyrzycki;Przelewice;
74-211;zachodniopomorskie;pyrzycki;Pyrzyce;
74-230;zachodniopomorskie;pyrzycki;Lipiany;
74-240;zachodniopomorskie;pyrzycki;Lipiany;
74-300;zachodniopomorskie;myœliborski;Myœlibórz;
74-304;zachodniopomorskie;myœliborski;Nowogródek Pomorski;
74-305;zachodniopomorskie;myœliborski;Nowogródek Pomorski;
74-311;zachodniopomorskie;myœliborski;Dêbno;
74-312;zachodniopomorskie;myœliborski;Myœlibórz;
74-320;zachodniopomorskie;myœliborski;Barlinek;
74-322;zachodniopomorskie;myœliborski;Barlinek;
74-400;zachodniopomorskie;myœliborski;Dêbno;
74-404;zachodniopomorskie;myœliborski;Dêbno;
74-405;zachodniopomorskie;myœliborski;Dêbno;
74-406;zachodniopomorskie;myœliborski;Boleszkowice;
74-407;zachodniopomorskie;myœliborski;Boleszkowice;
74-500;zachodniopomorskie;gryfiñski;Chojna;
74-503;zachodniopomorskie;gryfiñski;Moryñ;
74-505;zachodniopomorskie;gryfiñski;Mieszkowice;
74-506;zachodniopomorskie;gryfiñski;Chojna;
74-510;zachodniopomorskie;gryfiñski;Trzciñsko-Zdrój;
75-001;zachodniopomorskie;Koszalin;Koszalin;ca³e miasto jako 1 kszta³t
75-202;zachodniopomorskie;koszaliñski;Bêdzino;
75-640;zachodniopomorskie;koszaliñski;Sianów;
75-900;zachodniopomorskie;koszaliñski;Manowo;
76-002;zachodniopomorskie;koszaliñski;Mielno;
76-003;zachodniopomorskie;koszaliñski;Sianów;
76-004;zachodniopomorskie;koszaliñski;Sianów;
76-006;zachodniopomorskie;koszaliñski;Polanów;
76-009;zachodniopomorskie;koszaliñski;Manowo;
76-010;zachodniopomorskie;koszaliñski;Polanów;
76-012;zachodniopomorskie;koszaliñski;Polanów;
76-015;zachodniopomorskie;koszaliñski;Manowo;
76-020;zachodniopomorskie;koszaliñski;Bobolice;
76-021;zachodniopomorskie;koszaliñski;Bobolice;
76-022;zachodniopomorskie;koszaliñski;Œwieszyno;
76-023;zachodniopomorskie;koszaliñski;Œwieszyno;
76-024;zachodniopomorskie;koszaliñski;Œwieszyno;
76-031;zachodniopomorskie;koszaliñski;Bêdzino;
76-032;zachodniopomorskie;koszaliñski;Mielno;
76-034;zachodniopomorskie;koszaliñski;Mielno;
76-035;zachodniopomorskie;koszaliñski;Bêdzino;
76-037;zachodniopomorskie;koszaliñski;Bêdzino;
76-038;zachodniopomorskie;koszaliñski;Bêdzino;
76-039;zachodniopomorskie;koszaliñski;Biesiekierz;
76-042;zachodniopomorskie;koszaliñski;Manowo;
76-066;zachodniopomorskie;koszaliñski;Polanów;
76-100;zachodniopomorskie;s³awieñski;S³awno;
76-104;zachodniopomorskie;s³awieñski;Dar³owo;
76-106;zachodniopomorskie;s³awieñski;Postomino;
76-107;zachodniopomorskie;s³awieñski;Postomino;
76-113;zachodniopomorskie;s³awieñski;Postomino;
76-122;zachodniopomorskie;s³awieñski;S³awno;
76-123;zachodniopomorskie;s³awieñski;S³awno;
76-124;zachodniopomorskie;s³awieñski;S³awno;
76-125;zachodniopomorskie;koszaliñski;Polanów;
76-129;zachodniopomorskie;s³awieñski;Malechowo;
76-141;zachodniopomorskie;s³awieñski;Malechowo;
76-142;zachodniopomorskie;s³awieñski;Malechowo;
76-144;zachodniopomorskie;s³awieñski;Malechowo;
76-150;zachodniopomorskie;s³awieñski;Dar³owo;
76-156;zachodniopomorskie;s³awieñski;Dar³owo;
76-200;pomorskie;S³upsk;S³upsk;
76-211;pomorskie;s³upski;Ustka;
76-212;pomorskie;s³upski;Ustka;
76-213;pomorskie;s³upski;Smo³dzino;
76-214;pomorskie;s³upski;Smo³dzino;
76-219;pomorskie;s³upski;S³upsk;
76-220;pomorskie;s³upski;G³ówczyce;
76-230;pomorskie;s³upski;Potêgowo;
76-231;pomorskie;s³upski;Damnica;
76-245;pomorskie;S³upsk;S³upsk;
76-248;pomorskie;s³upski;Dêbnica Kaszubska;
76-251;pomorskie;s³upski;Kobylnica;
76-270;pomorskie;s³upski;Ustka;
77-100;pomorskie;bytowski;Bytów;
77-114;pomorskie;bytowski;Bytów;
77-115;pomorskie;bytowski;Czarna D¹brówka;
77-116;pomorskie;bytowski;Czarna D¹brówka;
77-121;pomorskie;bytowski;Bytów;
77-124;pomorskie;bytowski;Parchowo;
77-125;pomorskie;bytowski;Studzienice;
77-127;pomorskie;bytowski;Parchowo;
77-130;pomorskie;bytowski;Lipnica;
77-131;pomorskie;bytowski;Bytów;
77-132;pomorskie;bytowski;Bytów;
77-133;pomorskie;bytowski;Tuchomie;
77-134;pomorskie;bytowski;Tuchomie;
77-135;pomorskie;bytowski;Tuchomie;
77-138;pomorskie;bytowski;Lipnica;
77-139;pomorskie;bytowski;Lipnica;
77-140;pomorskie;bytowski;Ko³czyg³owy;
77-141;pomorskie;bytowski;Borzytuchom;
77-142;pomorskie;bytowski;Studzienice;
77-143;pomorskie;bytowski;Studzienice;
77-200;pomorskie;bytowski;Miastko;
77-203;pomorskie;bytowski;Trzebielino;
77-205;pomorskie;bytowski;Miastko;
77-207;pomorskie;bytowski;Miastko;
77-208;pomorskie;cz³uchowski;Kocza³a;
77-211;pomorskie;bytowski;Miastko;
77-220;pomorskie;cz³uchowski;Kocza³a;
77-222;pomorskie;bytowski;Miastko;
77-223;pomorskie;s³upski;Kêpice;
77-230;pomorskie;s³upski;Kêpice;
77-231;pomorskie;s³upski;Kêpice;
77-233;pomorskie;bytowski;Trzebielino;
77-235;pomorskie;bytowski;Trzebielino;
77-300;pomorskie;cz³uchowski;Cz³uchów;
77-304;pomorskie;cz³uchowski;Rzeczenica;
77-306;pomorskie;cz³uchowski;Rzeczenica;
77-310;pomorskie;cz³uchowski;Debrzno;
77-320;pomorskie;cz³uchowski;Przechlewo;
77-324;pomorskie;cz³uchowski;Czarne;
77-326;pomorskie;cz³uchowski;Czarne;
77-330;pomorskie;cz³uchowski;Czarne;
77-400;wielkopolskie;z³otowski;Z³otów;
77-404;wielkopolskie;z³otowski;Z³otów;
77-405;wielkopolskie;z³otowski;Z³otów;
77-411;wielkopolskie;z³otowski;Zakrzewo;
77-413;wielkopolskie;z³otowski;Zakrzewo;
77-414;wielkopolskie;z³otowski;Z³otów;
77-415;wielkopolskie;z³otowski;Z³otów;
77-416;wielkopolskie;z³otowski;Tarnówka;
77-420;wielkopolskie;z³otowski;Lipka;
77-424;wielkopolskie;z³otowski;Zakrzewo;
77-430;wielkopolskie;z³otowski;Krajenka;
78-100;zachodniopomorskie;ko³obrzeski;Ko³obrzeg;
78-111;zachodniopomorskie;ko³obrzeski;Ustronie Morskie;
78-112;zachodniopomorskie;ko³obrzeski;Ko³obrzeg;
78-113;zachodniopomorskie;ko³obrzeski;Dygowo;
78-114;zachodniopomorskie;ko³obrzeski;Dygowo;
78-120;zachodniopomorskie;ko³obrzeski;Goœcino;
78-122;zachodniopomorskie;ko³obrzeski;Ko³obrzeg;
78-123;zachodniopomorskie;ko³obrzeski;Siemyœl;
78-124;zachodniopomorskie;ko³obrzeski;Rymañ;
78-125;zachodniopomorskie;ko³obrzeski;Rymañ;
78-131;zachodniopomorskie;ko³obrzeski;Ko³obrzeg;
78-132;zachodniopomorskie;ko³obrzeski;Ko³obrzeg;
78-133;zachodniopomorskie;ko³obrzeski;Ko³obrzeg;
78-200;zachodniopomorskie;bia³ogardzki;Bia³ogard;
78-211;zachodniopomorskie;bia³ogardzki;Bia³ogard;
78-214;zachodniopomorskie;bia³ogardzki;Tychowo;
78-217;zachodniopomorskie;bia³ogardzki;Bia³ogard;
78-220;zachodniopomorskie;bia³ogardzki;Tychowo;
78-230;zachodniopomorskie;bia³ogardzki;Karlino;
78-300;zachodniopomorskie;œwidwiñski;Œwidwin;
78-311;zachodniopomorskie;œwidwiñski;Œwidwin;
78-312;zachodniopomorskie;œwidwiñski;Œwidwin;
78-314;zachodniopomorskie;œwidwiñski;S³awoborze;
78-316;zachodniopomorskie;œwidwiñski;Brze¿no;
78-320;zachodniopomorskie;œwidwiñski;Po³czyn-Zdrój;
78-321;zachodniopomorskie;œwidwiñski;Po³czyn-Zdrój;
78-324;zachodniopomorskie;œwidwiñski;Œwidwin;
78-327;zachodniopomorskie;œwidwiñski;Po³czyn-Zdrój;
78-331;zachodniopomorskie;œwidwiñski;R¹bino;
78-334;zachodniopomorskie;œwidwiñski;R¹bino;
78-400;zachodniopomorskie;szczecinecki;Szczecinek;
78-411;zachodniopomorskie;szczecinecki;Szczecinek;
78-421;zachodniopomorskie;szczecinecki;Bia³y Bór;
78-422;zachodniopomorskie;szczecinecki;Szczecinek;
78-423;zachodniopomorskie;szczecinecki;Szczecinek;
78-425;zachodniopomorskie;szczecinecki;Bia³y Bór;
78-426;zachodniopomorskie;szczecinecki;Bia³y Bór;
78-444;zachodniopomorskie;szczecinecki;Barwice;
78-445;zachodniopomorskie;szczecinecki;Borne Sulinowo;
78-446;zachodniopomorskie;szczecinecki;Borne Sulinowo;
78-449;zachodniopomorskie;szczecinecki;Borne Sulinowo;
78-450;zachodniopomorskie;szczecinecki;Grzmi¹ca;
78-451;zachodniopomorskie;szczecinecki;Grzmi¹ca;
78-452;zachodniopomorskie;szczecinecki;Barwice;
78-460;zachodniopomorskie;szczecinecki;Barwice;
78-461;zachodniopomorskie;szczecinecki;Barwice;
78-500;zachodniopomorskie;drawski;Drawsko Pomorskie;
78-504;zachodniopomorskie;drawski;Drawsko Pomorskie;
78-506;zachodniopomorskie;drawski;Ostrowice;
78-513;zachodniopomorskie;drawski;Drawsko Pomorskie;
78-520;zachodniopomorskie;drawski;Z³ocieniec;
78-523;zachodniopomorskie;drawski;Ostrowice;
78-530;zachodniopomorskie;drawski;Wierzchowo;
78-531;zachodniopomorskie;drawski;Wierzchowo;
78-540;zachodniopomorskie;drawski;Kalisz Pomorski;
78-550;zachodniopomorskie;drawski;Czaplinek;
78-551;zachodniopomorskie;drawski;Czaplinek;
78-552;zachodniopomorskie;drawski;Czaplinek;
78-553;zachodniopomorskie;drawski;Czaplinek;
78-600;zachodniopomorskie;wa³ecki;Wa³cz;
78-607;zachodniopomorskie;wa³ecki;Wa³cz;
78-609;zachodniopomorskie;wa³ecki;Wa³cz;
78-611;zachodniopomorskie;wa³ecki;Wa³cz;
78-627;zachodniopomorskie;wa³ecki;Wa³cz;
78-630;zachodniopomorskie;wa³ecki;Cz³opa;
78-640;zachodniopomorskie;wa³ecki;Tuczno;
78-641;zachodniopomorskie;wa³ecki;Tuczno;
78-642;zachodniopomorskie;wa³ecki;Wa³cz;
78-650;zachodniopomorskie;wa³ecki;Miros³awiec;
78-652;zachodniopomorskie;wa³ecki;Miros³awiec;
80-001;pomorskie;Gdañsk;Gdañsk;ca³e miasto jako 1 kszta³t
80-209;pomorskie;kartuski;¯ukowo;
80-297;pomorskie;kartuski;¯ukowo;
81-000;pomorskie;Gdynia;Gdynia;ca³e miasto jako 1 kszta³t
81-198;pomorskie;pucki;Kosakowo;
81-701;pomorskie;Sopot;Sopot;ca³e miasto jako 1 kszta³t
82-100;pomorskie;nowodworski;Nowy Dwór Gdañski;
82-103;pomorskie;nowodworski;Stegna;
82-110;pomorskie;nowodworski;Sztutowo;
82-112;pomorskie;nowodworski;Ostaszewo;
82-120;pomorskie;nowodworski;Krynica Morska;
82-200;pomorskie;malborski;Malbork;
82-213;pomorskie;malborski;Mi³oradz;
82-220;pomorskie;malborski;Stare Pole;
82-224;pomorskie;malborski;Lichnowy;
82-230;pomorskie;malborski;Nowy Staw;
82-300;warmiñsko-mazurskie;elbl¹ski;Elbl¹g;
82-316;warmiñsko-mazurskie;elbl¹ski;Milejewo;
82-325;warmiñsko-mazurskie;elbl¹ski;Markusy;
82-335;warmiñsko-mazurskie;elbl¹ski;Gronowo Elbl¹skie;
82-340;warmiñsko-mazurskie;elbl¹ski;Tolkmicko;
82-400;pomorskie;sztumski;Sztum;
82-410;pomorskie;sztumski;Stary Targ;
82-420;pomorskie;kwidzyñski;Ryjewo;
82-433;pomorskie;sztumski;Miko³ajki Pomorskie;
82-440;pomorskie;sztumski;Dzierzgoñ;
82-450;pomorskie;sztumski;Stary Dzierzgoñ;
82-500;pomorskie;kwidzyñski;Kwidzyn;
82-520;pomorskie;kwidzyñski;Gardeja;
82-522;pomorskie;kwidzyñski;Sadlinki;
82-550;pomorskie;kwidzyñski;Prabuty;
83-000;pomorskie;gdañski;Pruszcz Gdañski;
83-010;pomorskie;gdañski;Pruszcz Gdañski;
83-011;pomorskie;gdañski;Pruszcz Gdañski;
83-020;pomorskie;gdañski;Cedry Wielkie;
83-021;pomorskie;gdañski;Pruszcz Gdañski;
83-022;pomorskie;gdañski;Suchy D¹b;
83-031;pomorskie;gdañski;Pruszcz Gdañski;
83-032;pomorskie;gdañski;Pszczó³ki;
83-033;pomorskie;gdañski;Tr¹bki Wielkie;
83-034;pomorskie;gdañski;Tr¹bki Wielkie;
83-035;pomorskie;gdañski;Tr¹bki Wielkie;
83-041;pomorskie;gdañski;Tr¹bki Wielkie;
83-042;pomorskie;gdañski;Tr¹bki Wielkie;
83-047;pomorskie;gdañski;Przywidz;
83-050;pomorskie;gdañski;Kolbudy;
83-110;pomorskie;tczewski;Tczew;
83-111;pomorskie;tczewski;Tczew;
83-112;pomorskie;tczewski;Tczew;
83-113;pomorskie;tczewski;Tczew;
83-115;pomorskie;tczewski;Tczew;
83-120;pomorskie;tczewski;Subkowy;
83-121;pomorskie;tczewski;Pelplin;
83-122;pomorskie;tczewski;Gniew;
83-123;pomorskie;tczewski;Gniew;
83-130;pomorskie;tczewski;Pelplin;
83-132;pomorskie;tczewski;Morzeszczyn;
83-135;pomorskie;tczewski;Gniew;
83-136;pomorskie;tczewski;Gniew;
83-140;pomorskie;tczewski;Gniew;
83-200;pomorskie;starogardzki;Starogard Gdañski;
83-206;pomorskie;starogardzki;Zblewo;
83-207;pomorskie;starogardzki;Starogard Gdañski;
83-208;pomorskie;starogardzki;Lubichowo;
83-209;pomorskie;starogardzki;Skarszewy;
83-210;pomorskie;starogardzki;Zblewo;
83-211;pomorskie;starogardzki;Starogard Gdañski;
83-212;pomorskie;starogardzki;Bobowo;
83-213;pomorskie;starogardzki;Skórcz;
83-220;pomorskie;starogardzki;Skórcz;
83-221;pomorskie;starogardzki;Osiek;
83-224;pomorskie;starogardzki;Zblewo;
83-225;pomorskie;starogardzki;Skórcz;
83-226;pomorskie;starogardzki;Smêtowo Graniczne;
83-230;pomorskie;starogardzki;Smêtowo Graniczne;
83-236;pomorskie;starogardzki;Skarszewy;
83-240;pomorskie;starogardzki;Lubichowo;
83-242;pomorskie;starogardzki;Osieczna;
83-243;kujawsko-pomorskie;tucholski;Œliwice;
83-250;pomorskie;starogardzki;Skarszewy;
83-251;pomorskie;starogardzki;Zblewo;
83-260;pomorskie;starogardzki;Kaliska;
83-261;pomorskie;starogardzki;Kaliska;
83-262;pomorskie;starogardzki;Czarna Woda;
83-300;pomorskie;kartuski;Kartuzy;
83-304;pomorskie;kartuski;Przodkowo;
83-305;pomorskie;kartuski;Przodkowo;
83-307;pomorskie;kartuski;Kartuzy;
83-311;pomorskie;kartuski;Somonino;
83-312;pomorskie;kartuski;Somonino;
83-314;pomorskie;kartuski;Somonino;
83-315;pomorskie;kartuski;Stê¿yca;
83-316;pomorskie;kartuski;Stê¿yca;
83-320;pomorskie;kartuski;Sulêczyno;
83-321;pomorskie;kartuski;Sulêczyno;
83-322;pomorskie;kartuski;Stê¿yca;
83-323;pomorskie;kartuski;Stê¿yca;
83-324;pomorskie;kartuski;Kartuzy;
83-328;pomorskie;kartuski;Kartuzy;
83-329;pomorskie;kartuski;Kartuzy;
83-330;pomorskie;kartuski;¯ukowo;
83-331;pomorskie;kartuski;¯ukowo;
83-332;pomorskie;kartuski;Kartuzy;
83-333;pomorskie;kartuski;Chmielno;
83-334;pomorskie;kartuski;Sierakowice;
83-335;pomorskie;kartuski;Chmielno;
83-340;pomorskie;kartuski;Sierakowice;
83-341;pomorskie;kartuski;Sierakowice;
83-342;pomorskie;kartuski;Sierakowice;
83-400;pomorskie;koœcierski;Koœcierzyna;
83-403;pomorskie;koœcierski;Nowa Karczma;
83-404;pomorskie;koœcierski;Nowa Karczma;
83-405;pomorskie;koœcierski;Stara Kiszewa;
83-406;pomorskie;koœcierski;Koœcierzyna;
83-407;pomorskie;koœcierski;Koœcierzyna;
83-412;pomorskie;koœcierski;Liniewo;
83-420;pomorskie;koœcierski;Liniewo;
83-421;pomorskie;koœcierski;Liniewo;
83-422;pomorskie;koœcierski;Nowa Karczma;
83-423;pomorskie;koœcierski;Koœcierzyna;
83-424;pomorskie;koœcierski;Lipusz;
83-425;pomorskie;koœcierski;Dziemiany;
83-430;pomorskie;koœcierski;Stara Kiszewa;
83-431;pomorskie;koœcierski;Koœcierzyna;
83-432;pomorskie;koœcierski;Stara Kiszewa;
83-433;pomorskie;koœcierski;Stara Kiszewa;
83-440;pomorskie;koœcierski;Karsin;
83-441;pomorskie;koœcierski;Karsin;
83-442;pomorskie;koœcierski;Karsin;
84-100;pomorskie;pucki;Puck;
84-103;pomorskie;pucki;Puck;
84-104;pomorskie;pucki;W³adys³awowo;
84-105;pomorskie;pucki;Krokowa;
84-106;pomorskie;pucki;Puck;
84-107;pomorskie;pucki;Puck;
84-110;pomorskie;pucki;Krokowa;
84-113;pomorskie;pucki;Krokowa;
84-120;pomorskie;pucki;W³adys³awowo;
84-122;pomorskie;pucki;Puck;
84-123;pomorskie;pucki;Puck;
84-130;pomorskie;pucki;Jastarnia;
84-140;pomorskie;pucki;Jastarnia;
84-141;pomorskie;pucki;Jastarnia;
84-150;pomorskie;pucki;Hel;
84-200;pomorskie;wejherowski;Wejherowo;
84-206;pomorskie;wejherowski;Wejherowo;
84-207;pomorskie;wejherowski;Szemud;
84-208;pomorskie;wejherowski;Szemud;
84-210;pomorskie;wejherowski;Choczewo;
84-213;pomorskie;wejherowski;£êczyce;
84-214;pomorskie;wejherowski;£êczyce;
84-215;pomorskie;wejherowski;Wejherowo;
84-217;pomorskie;wejherowski;Szemud;
84-218;pomorskie;wejherowski;£êczyce;
84-220;pomorskie;wejherowski;£êczyce;
84-222;pomorskie;wejherowski;Linia;
84-223;pomorskie;wejherowski;Linia;
84-230;pomorskie;wejherowski;Rumia;
84-239;pomorskie;wejherowski;Wejherowo;
84-240;pomorskie;wejherowski;Reda;
84-241;pomorskie;wejherowski;Wejherowo;
84-242;pomorskie;wejherowski;Luzino;
84-250;pomorskie;wejherowski;Gniewino;
84-251;pomorskie;wejherowski;Gniewino;
84-252;pomorskie;wejherowski;Wejherowo;
84-300;pomorskie;lêborski;Lêbork;
84-311;pomorskie;lêborski;Cewice;
84-312;pomorskie;lêborski;Cewice;
84-313;pomorskie;lêborski;Cewice;
84-315;pomorskie;lêborski;Cewice;
84-342;pomorskie;lêborski;Nowa Wieœ Lêborska;
84-350;pomorskie;lêborski;Nowa Wieœ Lêborska;
84-351;pomorskie;lêborski;Nowa Wieœ Lêborska;
84-352;pomorskie;lêborski;Wicko;
84-353;pomorskie;lêborski;Nowa Wieœ Lêborska;
84-360;pomorskie;lêborski;£eba;
85-001;kujawsko-pomorskie;Bydgoszcz;Bydgoszcz;ca³e miasto jako 1 kszta³t
86-005;kujawsko-pomorskie;bydgoski;Bia³e B³ota;
86-010;kujawsko-pomorskie;bydgoski;Koronowo;
86-013;kujawsko-pomorskie;bydgoski;Koronowo;
86-014;kujawsko-pomorskie;bydgoski;Sicienko;
86-017;kujawsko-pomorskie;bydgoski;Koronowo;
86-020;kujawsko-pomorskie;bydgoski;Dobrcz;
86-021;kujawsko-pomorskie;bydgoski;Osielsko;
86-022;kujawsko-pomorskie;bydgoski;Dobrcz;
86-031;kujawsko-pomorskie;bydgoski;Osielsko;
86-032;kujawsko-pomorskie;bydgoski;Osielsko;
86-050;kujawsko-pomorskie;bydgoski;Solec Kujawski;
86-060;kujawsko-pomorskie;bydgoski;Nowa Wieœ Wielka;
86-061;kujawsko-pomorskie;bydgoski;Nowa Wieœ Wielka;
86-065;kujawsko-pomorskie;bydgoski;Bia³e B³ota;
86-070;kujawsko-pomorskie;bydgoski;D¹browa Che³miñska;
86-100;kujawsko-pomorskie;œwiecki;Œwiecie;
86-105;kujawsko-pomorskie;œwiecki;Œwiecie;
86-111;kujawsko-pomorskie;œwiecki;Œwiecie;
86-120;kujawsko-pomorskie;œwiecki;Pruszcz;
86-122;kujawsko-pomorskie;œwiecki;Bukowiec;
86-131;kujawsko-pomorskie;œwiecki;Je¿ewo;
86-134;kujawsko-pomorskie;œwiecki;Dragacz;
86-140;kujawsko-pomorskie;œwiecki;Drzycim;
86-141;kujawsko-pomorskie;œwiecki;Lniano;
86-150;kujawsko-pomorskie;œwiecki;Osie;
86-160;kujawsko-pomorskie;œwiecki;Warlubie;
86-170;kujawsko-pomorskie;œwiecki;Nowe;
86-182;kujawsko-pomorskie;œwiecki;Œwiekatowo;
86-200;kujawsko-pomorskie;che³miñski;Che³mno;
86-212;kujawsko-pomorskie;che³miñski;Stolno;
86-221;kujawsko-pomorskie;che³miñski;Papowo Biskupie;
86-230;kujawsko-pomorskie;che³miñski;Lisewo;
86-253;kujawsko-pomorskie;che³miñski;Kijewo Królewskie;
86-260;kujawsko-pomorskie;che³miñski;Unis³aw;
86-300;kujawsko-pomorskie;grudzi¹dzki;Grudzi¹dz;
